"ID	trksegID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	Temperature	Depth	wtemp	hr	cad				";;;;;;;;;;;
"196	1	-22.713.412.642.478.900	-47.628.648.318.350.300	5.403.983.154.296.870	2025-04-23T18:26:10Z																								";;;;;;;;;;;
"197	1	-22.713.412.558.659.900	-47.628.648.150.712.200	5.403.983.154.296.870	2025-04-23T18:26:15Z																								";;;;;;;;;;;
"198	1	-22.713.412.474.840.800	-4.762.864.806.689.320	5.403.983.154.296.870	2025-04-23T18:26:20Z																								";;;;;;;;;;;
"199	1	-22.713.412.391.021.800	-47.628.647.983.074.100	5.403.983.154.296.870	2025-04-23T18:26:25Z																								";;;;;;;;;;;
"200	1	-22.713.412.223.383.700	-4.762.864.806.689.320	5.403.983.154.296.870	2025-04-23T18:26:30Z																								";;;;;;;;;;;
"201	1	-22.713.412.223.383.700	-47.628.647.899.255.100	5.403.983.154.296.870	2025-04-23T18:26:35Z																								";;;;;;;;;;;
"202	1	-22.713.412.307.202.800	-47.628.647.815.436.100	5.403.983.154.296.870	2025-04-23T18:26:40Z																								";;;;;;;;;;;
"203	1	-22.713.412.307.202.800	-4.762.864.756.397.900	5.403.983.154.296.870	2025-04-23T18:26:45Z																								";;;;;;;;;;;
"204	1	-22.713.412.307.202.800	-47.628.647.396.340.900	5.403.983.154.296.870	2025-04-23T18:26:50Z																								";;;;;;;;;;;
"205	1	-22.713.412.391.021.800	-47.628.647.228.702.900	5.403.983.154.296.870	2025-04-23T18:26:55Z																								";;;;;;;;;;;
"206	1	-22.713.412.391.021.800	-47.628.646.893.426.700	5.403.983.154.296.870	2025-04-23T18:27:00Z																								";;;;;;;;;;;
"207	1	-22.713.412.391.021.800	-47.628.646.641.969.600	5.403.983.154.296.870	2025-04-23T18:27:05Z																								";;;;;;;;;;;
"208	1	-22.713.412.307.202.800	-47.628.646.306.693.500	5.403.983.154.296.870	2025-04-23T18:27:10Z																								";;;;;;;;;;;
"209	1	-22.713.412.307.202.800	-47.628.646.306.693.500	5.403.983.154.296.870	2025-04-23T18:27:15Z																								";;;;;;;;;;;
"210	1	-22.713.412.391.021.800	-47.628.646.055.236.400	5.403.983.154.296.870	2025-04-23T18:27:20Z																								";;;;;;;;;;;
"211	1	-22.713.412.474.840.800	-47.628.645.803.779.300	5.403.983.154.296.870	2025-04-23T18:27:25Z																								";;;;;;;;;;;
"212	1	-22.713.412.558.659.900	-476.286.456.361.413	5.403.983.154.296.870	2025-04-23T18:27:30Z																								";;;;;;;;;;;
"213	1	-22.713.412.558.659.900	-47.628.645.384.684.200	5.403.983.154.296.870	2025-04-23T18:27:35Z																								";;;;;;;;;;;
"214	1	-22.713.412.558.659.900	-47.628.645.217.046.100	5.403.983.154.296.870	2025-04-23T18:27:40Z																								";;;;;;;;;;;
"215	1	-22.713.412.474.840.800	-47.628.645.049.408.000	5.403.983.154.296.870	2025-04-23T18:27:45Z																								";;;;;;;;;;;
"216	1	-22.713.412.391.021.800	-47.628.644.881.770.000	5.403.983.154.296.870	2025-04-23T18:27:50Z																								";;;;;;;;;;;
"217	1	-22.713.412.391.021.800	-4.762.864.463.031.290	5.403.983.154.296.870	2025-04-23T18:27:55Z																								";;;;;;;;;;;
"218	1	-22.713.412.307.202.800	-47.628.644.462.674.800	5.403.983.154.296.870	2025-04-23T18:28:00Z																								";;;;;;;;;;;
"219	1	-22.713.412.223.383.700	-47.628.644.211.217.700	5.403.983.154.296.870	2025-04-23T18:28:05Z																								";;;;;;;;;;;
"220	1	-22.713.412.307.202.800	-47.628.644.043.579.600	5.403.983.154.296.870	2025-04-23T18:28:10Z																								";;;;;;;;;;;
"221	1	-22.713.412.391.021.800	-47.628.644.043.579.600	5.403.983.154.296.870	2025-04-23T18:28:15Z																								";;;;;;;;;;;
"222	1	-22.713.412.558.659.900	-47.628.643.959.760.600	5.403.983.154.296.870	2025-04-23T18:28:20Z																								";;;;;;;;;;;
"223	1	-22.713.412.558.659.900	-47.628.643.792.122.600	5.403.983.154.296.870	2025-04-23T18:28:25Z																								";;;;;;;;;;;
"224	1	-22.713.412.558.659.900	-47.628.643.624.484.500	5.403.983.154.296.870	2025-04-23T18:28:30Z																								";;;;;;;;;;;
"225	1	-22.713.412.642.478.900	-47.628.643.624.484.500	5.403.983.154.296.870	2025-04-23T18:28:35Z																								";;;;;;;;;;;
"226	1	-22.713.412.474.840.800	-47.628.643.456.846.400	5.403.983.154.296.870	2025-04-23T18:28:40Z																								";;;;;;;;;;;
"227	1	-22.713.412.391.021.800	-4.762.864.320.538.930	5.403.983.154.296.870	2025-04-23T18:28:45Z																								";;;;;;;;;;;
"228	1	-22.713.412.223.383.700	-47.628.643.037.751.300	5.403.983.154.296.870	2025-04-23T18:28:50Z																								";;;;;;;;;;;
"229	1	-22.713.412.223.383.700	-47.628.642.786.294.200	5.403.983.154.296.870	2025-04-23T18:28:55Z																								";;;;;;;;;;;
"230	1	-22.713.412.055.745.700	-47.628.642.618.656.100	5.403.983.154.296.870	2025-04-23T18:29:00Z																								";;;;;;;;;;;
"231	1	-22.713.412.055.745.700	-47.628.642.283.380.000	5.403.983.154.296.870	2025-04-23T18:29:05Z																								";;;;;;;;;;;
"232	1	-22.713.411.971.926.600	-47.628.642.115.741.900	5.403.983.154.296.870	2025-04-23T18:29:10Z																								";;;;;;;;;;;
"233	1	-22.713.411.971.926.600	-4.762.864.169.664.680	5.403.983.154.296.870	2025-04-23T18:29:15Z																								";;;;;;;;;;;
"234	1	-22.713.411.804.288.600	-47.628.641.361.370.600	54.087.890.625	2025-04-23T18:29:20Z																								";;;;;;;;;;;
"235	1	-22.713.411.720.469.500	-47.628.640.942.275.500	54.087.890.625	2025-04-23T18:29:25Z																								";;;;;;;;;;;
"236	1	-22.713.411.636.650.500	-47.628.640.439.361.300	54.087.890.625	2025-04-23T18:29:30Z																								";;;;;;;;;;;
"237	1	-22.713.411.636.650.500	-47.628.640.355.542.300	54.087.890.625	2025-04-23T18:29:35Z																								";;;;;;;;;;;
"238	1	-22.713.411.469.012.400	-47.628.640.104.085.200	54.087.890.625	2025-04-23T18:29:40Z																								";;;;;;;;;;;
"239	1	-22.713.411.469.012.400	-47.628.639.852.628.100	54.087.890.625	2025-04-23T18:29:45Z																								";;;;;;;;;;;
"240	1	-22.713.411.636.650.500	-47.628.639.684.990.000	54.087.890.625	2025-04-23T18:29:50Z																								";;;;;;;;;;;
"241	1	-22.713.411.636.650.500	-47.628.639.601.171.000	54.087.890.625	2025-04-23T18:29:55Z																								";;;;;;;;;;;
"242	1	-22.713.411.552.831.500	-47.628.639.517.351.900	54.087.890.625	2025-04-23T18:30:00Z																								";;;;;;;;;;;
"243	1	-22.713.411.552.831.500	-47.628.639.349.713.900	54.087.890.625	2025-04-23T18:30:05Z																								";;;;;;;;;;;
"244	1	-22.713.411.469.012.400	-47.628.639.349.713.900	54.087.890.625	2025-04-23T18:30:10Z																								";;;;;;;;;;;
"245	1	-22.713.411.385.193.400	-47.628.639.182.075.800	54.087.890.625	2025-04-23T18:30:15Z																								";;;;;;;;;;;
"246	1	-22.713.411.301.374.400	-47.628.639.098.256.800	54.087.890.625	2025-04-23T18:30:20Z																								";;;;;;;;;;;
"247	1	-22.713.411.301.374.400	-47.628.639.098.256.800	54.087.890.625	2025-04-23T18:30:25Z																								";;;;;;;;;;;
"248	1	-22.713.411.469.012.400	-47.628.639.014.437.700	54.087.890.625	2025-04-23T18:30:30Z																								";;;;;;;;;;;
"249	1	-22.713.411.385.193.400	-47.628.639.014.437.700	54.087.890.625	2025-04-23T18:30:35Z																								";;;;;;;;;;;
"250	1	-22.713.411.385.193.400	-47.628.639.014.437.700	54.087.890.625	2025-04-23T18:30:40Z																								";;;;;;;;;;;
"251	1	-22.713.411.301.374.400	-47.628.638.846.799.700	54.087.890.625	2025-04-23T18:30:45Z																								";;;;;;;;;;;
"252	1	-22.713.411.217.555.400	-47.628.638.846.799.700	54.087.890.625	2025-04-23T18:30:50Z																								";;;;;;;;;;;
"253	1	-22.713.411.385.193.400	-47.628.638.679.161.600	54.087.890.625	2025-04-23T18:30:55Z																								";;;;;;;;;;;
"254	1	-22.713.411.385.193.400	-47.628.638.679.161.600	54.087.890.625	2025-04-23T18:31:00Z																								";;;;;;;;;;;
"255	1	-22.713.411.301.374.400	-47.628.638.511.523.600	54.087.890.625	2025-04-23T18:31:05Z																								";;;;;;;;;;;
"256	1	-22.713.411.385.193.400	-47.628.638.343.885.500	54.087.890.625	2025-04-23T18:31:10Z																								";;;;;;;;;;;
"257	1	-22.713.411.469.012.400	-47.628.638.260.066.500	54.087.890.625	2025-04-23T18:31:15Z																								";;;;;;;;;;;
"258	1	-22.713.411.469.012.400	-47.628.638.092.428.400	54.087.890.625	2025-04-23T18:31:20Z																								";;;;;;;;;;;
"259	1	-22.713.411.385.193.400	-47.628.637.924.790.300	5.403.983.154.296.870	2025-04-23T18:31:25Z																								";;;;;;;;;;;
"260	1	-22.713.411.385.193.400	-47.628.637.757.152.300	5.403.983.154.296.870	2025-04-23T18:31:30Z																								";;;;;;;;;;;
"261	1	-22.713.411.385.193.400	-47.628.637.589.514.200	5.403.983.154.296.870	2025-04-23T18:31:35Z																								";;;;;;;;;;;
"262	1	-22.713.411.301.374.400	-47.628.637.421.876.100	5.403.983.154.296.870	2025-04-23T18:31:40Z																								";;;;;;;;;;;
"263	1	-22.713.411.301.374.400	-47.628.637.254.238.100	5.403.983.154.296.870	2025-04-23T18:31:45Z																								";;;;;;;;;;;
"264	1	-22.713.411.217.555.400	-47.628.637.254.238.100	5.403.983.154.296.870	2025-04-23T18:31:50Z																								";;;;;;;;;;;
"265	1	-22.713.411.217.555.400	-47.628.637.254.238.100	5.403.983.154.296.870	2025-04-23T18:31:55Z																								";;;;;;;;;;;
"266	1	-22.713.411.385.193.400	-47.628.637.254.238.100	5.403.983.154.296.870	2025-04-23T18:32:00Z																								";;;;;;;;;;;
"267	1	-22.713.411.469.012.400	-47.628.637.254.238.100	5.403.983.154.296.870	2025-04-23T18:32:05Z																								";;;;;;;;;;;
"268	1	-22.713.411.636.650.500	-47.628.637.254.238.100	5.403.983.154.296.870	2025-04-23T18:32:10Z																								";;;;;;;;;;;
"269	1	-22.713.411.636.650.500	-47.628.637.002.781.000	5.403.983.154.296.870	2025-04-23T18:32:15Z																								";;;;;;;;;;;
"270	1	-22.713.411.552.831.500	-4.762.863.683.514.290	5.403.983.154.296.870	2025-04-23T18:32:20Z																								";;;;;;;;;;;
"271	1	-22.713.411.552.831.500	-47.628.636.751.323.900	5.403.983.154.296.870	2025-04-23T18:32:25Z																								";;;;;;;;;;;
"272	1	-22.713.411.469.012.400	-47.628.636.667.504.900	5.403.983.154.296.870	2025-04-23T18:32:30Z																								";;;;;;;;;;;
"273	1	-22.713.411.385.193.400	-47.628.636.499.866.800	5.403.983.154.296.870	2025-04-23T18:32:35Z																								";;;;;;;;;;;
"274	1	-22.713.411.301.374.400	-47.628.636.248.409.700	5.403.983.154.296.870	2025-04-23T18:32:40Z																								";;;;;;;;;;;
"275	1	-22.713.410.882.279.200	-47.628.635.996.952.600	5.403.983.154.296.870	2025-04-23T18:32:45Z																								";;;;;;;;;;;
"276	1	-22.713.411.133.736.300	-4.762.863.582.931.450	5.403.983.154.296.870	2025-04-23T18:32:50Z																								";;;;;;;;;;;
"277	1	-2.271.341.104.991.730	-47.628.635.661.676.500	5.403.983.154.296.870	2025-04-23T18:32:55Z																								";;;;;;;;;;;
"278	1	-22.713.394.621.387.100	-4.762.863.147.072.490	5.403.983.154.296.870	2025-04-23T18:33:00Z																								";;;;;;;;;;;
"279	1	-22.713.362.267.240.800	-47.628.613.701.090.200	54.087.890.625	2025-04-23T18:33:05Z																								";;;;;;;;;;;
"280	1	-22.713.336.199.522.000	-47.628.591.069.951.600	5.403.983.154.296.870	2025-04-23T18:33:10Z																								";;;;;;;;;;;
"281	1	-22.713.322.453.200.800	-476.285.679.358.989	5.399.176.025.390.620	2025-04-23T18:33:15Z																								";;;;;;;;;;;
"282	1	-22.713.323.961.943.300	-47.628.514.375.537.600	5.394.368.896.484.370	2025-04-23T18:33:20Z																								";;;;;;;;;;;
"283	1	-22.713.364.027.440.500	-47.628.469.867.631.700	5.399.176.025.390.620	2025-04-23T18:33:25Z																								";;;;;;;;;;;
"284	1	-22.713.442.146.778.100	-47.628.456.372.767.600	5.399.176.025.390.620	2025-04-23T18:33:30Z																								";;;;;;;;;;;
"285	1	-22.713.499.898.090.900	-47.628.499.874.845.100	5.394.368.896.484.370	2025-04-23T18:33:35Z																								";;;;;;;;;;;
"286	1	-2.271.349.998.190.990	-47.628.586.459.904.900	5.399.176.025.390.620	2025-04-23T18:33:40Z																								";;;;;;;;;;;
"287	1	-22.713.436.530.902.900	-47.628.642.870.113.200	5.399.176.025.390.620	2025-04-23T18:33:45Z																								";;;;;;;;;;;
"288	1	-22.713.352.544.233.200	-4.762.861.873.023.210	5.399.176.025.390.620	2025-04-23T18:33:50Z																								";;;;;;;;;;;
"289	1	-2.271.331.574.767.820	-4.762.854.496.948.420	5.394.368.896.484.370	2025-04-23T18:33:55Z																								";;;;;;;;;;;
"290	1	-22.713.357.238.098.900	-47.628.472.885.116.900	5.394.368.896.484.370	2025-04-23T18:34:00Z																								";;;;;;;;;;;
"291	1	-22.713.440.302.759.400	-47.628.465.592.861.100	5.399.176.025.390.620	2025-04-23T18:34:05Z																								";;;;;;;;;;;
"292	1	-22.713.500.568.643.200	-4.762.852.736.748.750	5.403.983.154.296.870	2025-04-23T18:34:10Z																								";;;;;;;;;;;
"293	1	-22.713.493.779.301.600	-47.628.613.114.356.900	5.403.983.154.296.870	2025-04-23T18:34:15Z																								";;;;;;;;;;;
"294	1	-22.713.417.503.982.700	-47.628.655.023.872.800	5.399.176.025.390.620	2025-04-23T18:34:20Z																								";;;;;;;;;;;
"295	1	-22.713.340.306.654.500	-47.628.617.892.041.800	5.399.176.025.390.620	2025-04-23T18:34:25Z																								";;;;;;;;;;;
"296	1	-22.713.317.172.601.800	-47.628.532.228.991.300	5.394.368.896.484.370	2025-04-23T18:34:30Z																								";;;;;;;;;;;
"297	1	-22.713.376.181.200.100	-47.628.466.347.232.400	5.399.176.025.390.620	2025-04-23T18:34:35Z																								";;;;;;;;;;;
"298	1	-22.713.464.442.640.500	-47.628.467.855.975.000	5.399.176.025.390.620	2025-04-23T18:34:40Z																								";;;;;;;;;;;
"299	1	-2.271.350.878.290.830	-47.628.534.408.286.200	5.399.176.025.390.620	2025-04-23T18:34:45Z																								";;;;;;;;;;;
"300	1	-22.713.486.906.141.000	-4.762.861.730.530.850	5.399.176.025.390.620	2025-04-23T18:34:50Z																								";;;;;;;;;;;
"301	1	-22.713.402.500.376.100	-47.628.647.144.883.800	5.394.368.896.484.370	2025-04-23T18:34:55Z																								";;;;;;;;;;;
"302	1	-22.713.331.254.199.100	-47.628.602.804.616.000	538.956.298.828.125	2025-04-23T18:35:00Z																								";;;;;;;;;;;
"303	1	-22.713.326.476.514.300	-4.762.850.733.473.890	5.384.757.080.078.120	2025-04-23T18:35:05Z																								";;;;;;;;;;;
"304	1	-22.713.393.867.015.800	-47.628.453.187.644.400	5.379.949.951.171.870	2025-04-23T18:35:10Z																								";;;;;;;;;;;
"305	1	-22.713.473.243.638.800	-47.628.470.622.003.000	5.384.757.080.078.120	2025-04-23T18:35:15Z																								";;;;;;;;;;;
"306	1	-22.713.502.999.395.100	-47.628.553.519.025.400	5.384.757.080.078.120	2025-04-23T18:35:20Z																								";;;;;;;;;;;
"307	1	-22.713.458.156.213.100	-47.628.634.320.572.000	5.384.757.080.078.120	2025-04-23T18:35:25Z																								";;;;;;;;;;;
"308	1	-227.133.768.517.524	-47.628.643.456.846.400	5.384.757.080.078.120	2025-04-23T18:35:30Z																								";;;;;;;;;;;
"309	1	-22.713.319.268.077.600	-47.628.579.502.925.200	5.384.757.080.078.120	2025-04-23T18:35:35Z																								";;;;;;;;;;;
"310	1	-22.713.335.948.064.900	-47.628.490.487.113.500	5.379.949.951.171.870	2025-04-23T18:35:40Z																								";;;;;;;;;;;
"311	1	-22.713.415.073.230.800	-47.628.447.487.950.300	5.379.949.951.171.870	2025-04-23T18:35:45Z																								";;;;;;;;;;;
"312	1	-22.713.492.102.921.000	-47.628.488.978.371.000	5.379.949.951.171.870	2025-04-23T18:35:50Z																								";;;;;;;;;;;
"313	1	-22.713.506.855.070.500	-47.628.569.025.546.300	5.384.757.080.078.120	2025-04-23T18:35:55Z																								";;;;;;;;;;;
"314	1	-22.713.448.936.119.600	-47.628.638.092.428.400	5.384.757.080.078.120	2025-04-23T18:36:00Z																								";;;;;;;;;;;
"315	1	-22.713.365.284.726.000	-47.628.631.806.001.000	5.375.142.822.265.620	2025-04-23T18:36:05Z																								";;;;;;;;;;;
"316	1	-22.713.318.346.068.200	-4.762.856.550.514.690	5.379.949.951.171.870	2025-04-23T18:36:10Z																								";;;;;;;;;;;
"317	1	-22.713.348.353.281.600	-47.628.480.009.734.600	5.375.142.822.265.620	2025-04-23T18:36:15Z																								";;;;;;;;;;;
"318	1	-2.271.343.007.683.750	-47.628.453.774.377.700	5.379.949.951.171.870	2025-04-23T18:36:20Z																								";;;;;;;;;;;
"319	1	-22.713.492.354.378.100	-47.628.504.568.710.900	538.956.298.828.125	2025-04-23T18:36:25Z																								";;;;;;;;;;;
"320	1	-22.713.499.898.090.900	-47.628.594.087.436.700	538.956.298.828.125	2025-04-23T18:36:30Z																								";;;;;;;;;;;
"321	1	-2.271.343.007.683.750	-47.628.648.402.169.300	5.384.757.080.078.120	2025-04-23T18:36:35Z																								";;;;;;;;;;;
"322	1	-22.713.351.706.042.800	-47.628.626.273.944.900	5.384.757.080.078.120	2025-04-23T18:36:40Z																								";;;;;;;;;;;
"323	1	-22.713.317.507.877.900	-47.628.547.232.598.000	5.379.949.951.171.870	2025-04-23T18:36:45Z																								";;;;;;;;;;;
"324	1	-22.713.355.142.623.100	-4.762.846.969.999.370	5.379.949.951.171.870	2025-04-23T18:36:50Z																								";;;;;;;;;;;
"325	1	-22.713.438.123.464.500	-47.628.461.150.452.400	5.375.142.822.265.620	2025-04-23T18:36:55Z																								";;;;;;;;;;;
"326	1	-22.713.494.030.758.700	-47.628.520.242.869.800	5.379.949.951.171.870	2025-04-23T18:37:00Z																								";;;;;;;;;;;
"327	1	-22.713.486.487.045.800	-47.628.603.894.263.500	5.379.949.951.171.870	2025-04-23T18:37:05Z																								";;;;;;;;;;;
"328	1	-22.713.418.509.811.100	-47.628.648.402.169.300	5.379.949.951.171.870	2025-04-23T18:37:10Z																								";;;;;;;;;;;
"329	1	-22.713.338.462.635.800	-47.628.611.521.795.300	5.375.142.822.265.620	2025-04-23T18:37:15Z																								";;;;;;;;;;;
"330	1	-22.713.326.560.333.300	-47.628.519.153.222.400	5.375.142.822.265.620	2025-04-23T18:37:20Z																								";;;;;;;;;;;
"331	1	-22.713.381.294.161.000	-47.628.457.127.138.900	5.375.142.822.265.620	2025-04-23T18:37:25Z																								";;;;;;;;;;;
"332	1	-22.713.462.682.440.800	-47.628.466.011.956.300	5.379.949.951.171.870	2025-04-23T18:37:30Z																								";;;;;;;;;;;
"333	1	-22.713.507.944.718.000	-47.628.542.874.008.400	5.379.949.951.171.870	2025-04-23T18:37:35Z																								";;;;;;;;;;;
"334	1	-22.713.477.769.866.500	-47.628.616.550.937.200	5.384.757.080.078.120	2025-04-23T18:37:40Z																								";;;;;;;;;;;
"335	1	-22.713.397.471.234.200	-47.628.643.540.665.500	5.379.949.951.171.870	2025-04-23T18:37:45Z																								";;;;;;;;;;;
"336	1	-22.713.330.080.732.700	-47.628.599.954.769.000	5.375.142.822.265.620	2025-04-23T18:37:50Z																								";;;;;;;;;;;
"337	1	-22.713.330.835.103.900	-47.628.507.921.472.100	538.956.298.828.125	2025-04-23T18:37:55Z																								";;;;;;;;;;;
"338	1	-2.271.339.344.792.060	-47.628.459.390.252.800	5.399.176.025.390.620	2025-04-23T18:38:00Z																								";;;;;;;;;;;
"339	1	-22.713.475.590.571.700	-47.628.479.087.725.200	5.399.176.025.390.620	2025-04-23T18:38:05Z																								";;;;;;;;;;;
"340	1	-22.713.503.418.490.200	-47.628.560.140.728.900	5.399.176.025.390.620	2025-04-23T18:38:10Z																								";;;;;;;;;;;
