"ID	trksegID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	Temperature	Depth	wtemp	hr	cad				"
"691	1	-22.713.459.497.317.600	-47.628.587.549.552.300	53.703.369.140.625	2025-04-25T13:04:56Z																								"
"692	1	-22.713.340.725.749.700	-47.628.686.456.009.700	53.703.369.140.625	2025-04-25T13:05:01Z																								"
"693	1	-22.713.287.668.302.600	-47.628.537.341.952.300	53.703.369.140.625	2025-04-25T13:05:06Z																								"
"694	1	-22.713.435.189.798.400	-47.628.526.361.659.100	5.360.723.876.953.120	2025-04-25T13:05:11Z																								"
"695	1	-22.713.407.780.975.100	-47.628.675.559.535.600	5.360.723.876.953.120	2025-04-25T13:05:16Z																								"
"696	1	-22.713.283.728.808.100	-47.628.606.157.377.300	535.591.552.734.375	2025-04-25T13:05:21Z																								"
"697	1	-22.713.374.756.276.600	-47.628.490.319.475.500	5.360.723.876.953.120	2025-04-25T13:05:26Z																								"
"698	1	-2.271.345.354.616.640	-47.628.620.406.612.700	5.365.531.005.859.370	2025-04-25T13:05:31Z																								"
"699	1	-22.713.309.293.612.800	-47.628.666.004.166.000	53.703.369.140.625	2025-04-25T13:05:36Z																								"
"700	1	-22.713.313.065.469.200	-47.628.504.317.253.800	5.365.531.005.859.370	2025-04-25T13:05:41Z																								"
"701	1	-22.713.460.586.965.000	-47.628.540.107.980.300	5.365.531.005.859.370	2025-04-25T13:05:46Z																								"
"702	1	-22.713.382.802.903.600	-47.628.685.114.905.200	5.365.531.005.859.370	2025-04-25T13:05:51Z																								"
"703	1	-22.713.283.812.627.100	-47.628.565.086.051.800	5.365.531.005.859.370	2025-04-25T13:05:56Z																								"
"704	1	-2.271.340.467.967.090	-47.628.483.111.038.800	53.703.369.140.625	2025-04-25T13:06:01Z																								"
"705	1	-22.713.437.704.369.400	-47.628.639.936.447.100	5.365.531.005.859.370	2025-04-25T13:06:06Z																								"
"706	1	-22.713.292.194.530.300	-47.628.632.895.648.400	5.375.142.822.265.620	2025-04-25T13:06:11Z																								"
"707	1	-22.713.340.977.206.800	-47.628.477.914.258.800	53.703.369.140.625	2025-04-25T13:06:16Z																								"
"708	1	-22.713.465.364.649.800	-47.628.560.978.919.200	5.375.142.822.265.620	2025-04-25T13:06:21Z																								"
"709	1	-22.713.354.052.975.700	-47.628.667.093.813.400	5.375.142.822.265.620	2025-04-25T13:06:26Z																								"
"710	1	-22.713.292.445.987.400	-4.762.852.493.673.560	53.703.369.140.625	2025-04-25T13:06:31Z																								"
"711	1	-22.713.432.926.684.600	-4.762.849.610.298.870	5.375.142.822.265.620	2025-04-25T13:06:36Z																								"
"712	1	-22.713.417.503.982.700	-47.628.658.041.357.900	53.703.369.140.625	2025-04-25T13:06:41Z																								"
"713	1	-22.713.285.656.645.800	-47.628.611.018.881.200	53.703.369.140.625	2025-04-25T13:06:46Z																								"
"714	1	-22.713.374.421.000.400	-47.628.483.613.952.900	5.365.531.005.859.370	2025-04-25T13:06:51Z																								"
"715	1	-22.713.456.815.108.600	-47.628.608.923.405.400	53.703.369.140.625	2025-04-25T13:06:56Z																								"
"716	1	-22.713.328.655.809.100	-47.628.666.255.623.100	5.379.949.951.171.870	2025-04-25T13:07:01Z																								"
"717	1	-2.271.330.988.034.600	-47.628.512.699.157	5.375.142.822.265.620	2025-04-25T13:07:06Z																								"
"718	1	-22.713.450.780.138.300	-47.628.531.809.896.200	5.379.949.951.171.870	2025-04-25T13:07:11Z																								"
"719	1	-22.713.386.742.398.100	-47.628.676.230.087.800	5.379.949.951.171.870	2025-04-25T13:07:16Z																								"
"720	1	-22.713.274.257.257.500	-47.628.579.419.106.200	5.379.949.951.171.870	2025-04-25T13:07:21Z																								"
"721	1	-22.713.391.771.540.000	-47.628.489.565.104.200	5.384.757.080.078.120	2025-04-25T13:07:26Z																								"
"722	1	-2.271.343.938.075.000	-47.628.643.708.303.500	5.375.142.822.265.620	2025-04-25T13:07:31Z																								"
"723	1	-22.713.294.709.101.300	-47.628.649.827.092.800	5.375.142.822.265.620	2025-04-25T13:07:36Z																								"
"724	1	-22.713.326.895.609.400	-47.628.492.917.865.500	5.375.142.822.265.620	2025-04-25T13:07:41Z																								"
"725	1	-22.713.449.858.129.000	-47.628.561.062.738.200	5.375.142.822.265.620	2025-04-25T13:07:46Z																								"
"726	1	-22.713.343.156.501.600	-47.628.673.128.783.700	53.703.369.140.625	2025-04-25T13:07:51Z																								"
"727	1	-22.713.279.789.313.600	-47.628.537.677.228.400	5.375.142.822.265.620	2025-04-25T13:07:56Z																								"
"728	1	-22.713.415.324.687.900	-47.628.494.007.512.900	5.384.757.080.078.120	2025-04-25T13:08:01Z																								"
"729	1	-22.713.421.946.391.400	-47.628.652.928.397.000	5.394.368.896.484.370	2025-04-25T13:08:06Z																								"
"730	1	-22.713.281.298.056.200	-47.628.609.174.862.500	538.956.298.828.125	2025-04-25T13:08:11Z																								"
"731	1	-22.713.351.454.585.700	-47.628.474.226.221.400	538.956.298.828.125	2025-04-25T13:08:16Z																								"
"732	1	-2.271.345.354.616.640	-47.628.595.177.084.200	5.384.757.080.078.120	2025-04-25T13:08:21Z																								"
"733	1	-22.713.327.230.885.600	-47.628.672.122.955.300	5.384.757.080.078.120	2025-04-25T13:08:26Z																								"
"734	1	-22.713.298.564.776.700	-47.628.515.046.089.800	5.379.949.951.171.870	2025-04-25T13:08:31Z																								"
"735	1	-2.271.343.988.366.420	-4.762.852.787.040.170	5.375.142.822.265.620	2025-04-25T13:08:36Z																								"
"736	1	-22.713.390.933.349.700	-47.628.672.039.136.200	5.375.142.822.265.620	2025-04-25T13:08:41Z																								"
"737	1	-22.713.274.089.619.500	-47.628.583.526.238.700	5.375.142.822.265.620	2025-04-25T13:08:46Z																								"
"738	1	-22.713.387.329.131.300	-47.628.486.715.257.100	5.375.142.822.265.620	2025-04-25T13:08:51Z																								"
"739	1	-22.713.449.858.129.000	-47.628.636.667.504.900	53.703.369.140.625	2025-04-25T13:08:56Z																								"
"740	1	-22.713.308.371.603.400	-47.628.660.975.024.100	5.365.531.005.859.370	2025-04-25T13:09:01Z																								"
"741	1	-22.713.323.039.934.000	-47.628.501.635.044.800	5.365.531.005.859.370	2025-04-25T13:09:06Z																								"
"742	1	-22.713.454.468.175.700	-47.628.559.302.538.600	5.365.531.005.859.370	2025-04-25T13:09:11Z																								"
"743	1	-22.713.365.620.002.100	-47.628.680.923.953.600	5.360.723.876.953.120	2025-04-25T13:09:16Z																								"
"744	1	-22.713.281.381.875.200	-47.628.553.435.206.400	5.360.723.876.953.120	2025-04-25T13:09:21Z																								"
"745	1	-22.713.414.067.402.400	-47.628.497.444.093.200	535.591.552.734.375	2025-04-25T13:09:26Z																								"
"746	1	-22.713.426.724.076.200	-47.628.651.587.292.500	535.591.552.734.375	2025-04-25T13:09:31Z																								"
"747	1	-22.713.285.656.645.800	-47.628.625.016.659.400	5.360.723.876.953.120	2025-04-25T13:09:36Z																								"
"748	1	-22.713.352.041.319.000	-47.628.484.955.057.500	5.360.723.876.953.120	2025-04-25T13:09:41Z																								"
"749	1	-22.713.459.497.317.600	-47.628.584.448.248.100	535.591.552.734.375	2025-04-25T13:09:46Z																								"
"750	1	-22.713.338.965.550.000	-47.628.682.432.696.200	535.591.552.734.375	2025-04-25T13:09:51Z																								"
"751	1	-22.713.294.122.368.000	-47.628.523.260.354.900	535.591.552.734.375	2025-04-25T13:09:56Z																								"
"752	1	-22.713.433.848.693.900	-47.628.518.147.394.000	535.591.552.734.375	2025-04-25T13:10:01Z																								"
"753	1	-22.713.406.691.327.600	-47.628.674.637.526.200	5.351.109.619.140.620	2025-04-25T13:10:06Z																								"
"754	1	-2.271.327.911.876.140	-47.628.594.003.617.700	5.351.109.619.140.620	2025-04-25T13:10:11Z																								"
"755	1	-2.271.337.877.959.010	-47.628.477.746.620.700	535.591.552.734.375	2025-04-25T13:10:16Z																								"
"756	1	-22.713.458.323.851.200	-47.628.615.712.746.900	535.591.552.734.375	2025-04-25T13:10:21Z																								"
"757	1	-22.713.319.268.077.600	-47.628.662.651.404.700	5.351.109.619.140.620	2025-04-25T13:10:26Z																								"
"758	1	-22.713.324.129.581.400	-47.628.503.646.701.500	535.591.552.734.375	2025-04-25T13:10:31Z																								"
"759	1	-2.271.345.404.908.060	-47.628.541.951.999.000	5.360.723.876.953.120	2025-04-25T13:10:36Z																								"
"760	1	-22.713.373.247.534.000	-4.762.867.396.697.400	5.360.723.876.953.120	2025-04-25T13:10:41Z																								"
"761	1	-2.271.327.618.509.530	-47.628.559.302.538.600	5.365.531.005.859.370	2025-04-25T13:10:46Z																								"
"762	1	-22.713.409.708.812.800	-47.628.489.816.561.300	535.591.552.734.375	2025-04-25T13:10:51Z																								"
"763	1	-22.713.437.369.093.200	-47.628.647.396.340.900	535.591.552.734.375	2025-04-25T13:10:56Z																								"
"764	1	-22.713.294.709.101.300	-47.628.631.889.820.000	5.365.531.005.859.370	2025-04-25T13:11:01Z																								"
"765	1	-22.713.339.971.378.400	-47.628.485.793.247.800	53.703.369.140.625	2025-04-25T13:11:06Z																								"
"766	1	-22.713.458.407.670.200	-47.628.571.623.936.200	53.703.369.140.625	2025-04-25T13:11:11Z																								"
"767	1	-22.713.351.706.042.800	-47.628.674.805.164.300	5.365.531.005.859.370	2025-04-25T13:11:16Z																								"
"768	1	-22.713.290.434.330.700	-47.628.535.078.838.400	5.365.531.005.859.370	2025-04-25T13:11:21Z																								"
"769	1	-22.713.432.842.865.500	-47.628.514.124.080.500	53.703.369.140.625	2025-04-25T13:11:26Z																								"
"770	1	-22.713.415.995.240.200	-47.628.668.770.194.000	5.365.531.005.859.370	2025-04-25T13:11:31Z																								"
"771	1	-2.271.328.104.659.910	-47.628.610.096.871.800	5.365.531.005.859.370	2025-04-25T13:11:36Z																								"
"772	1	-22.713.376.684.114.300	-47.628.482.189.029.400	5.365.531.005.859.370	2025-04-25T13:11:41Z																								"
"773	1	-22.713.459.329.679.600	-47.628.611.689.433.400	5.365.531.005.859.370	2025-04-25T13:11:46Z																								"
"774	1	-22.713.322.369.381.700	-476.286.715.362.221	5.360.723.876.953.120	2025-04-25T13:11:51Z																								"
"775	1	-22.713.311.975.821.800	-47.628.518.901.765.300	535.591.552.734.375	2025-04-25T13:11:56Z																								"
"776	1	-22.713.451.031.595.400	-4.762.854.253.873.220	5.360.723.876.953.120	2025-04-25T13:12:01Z																								"
"777	1	-22.713.383.892.551.000	-47.628.685.031.086.200	5.360.723.876.953.120	2025-04-25T13:12:06Z																								"
"778	1	-22.713.278.196.752.000	-47.628.583.777.695.800	535.591.552.734.375	2025-04-25T13:12:11Z																								"
"779	1	-22.713.399.734.348.000	-47.628.490.822.389.700	5.360.723.876.953.120	2025-04-25T13:12:16Z																								"
"780	1	-22.713.443.236.425.500	-47.628.643.373.027.400	5.360.723.876.953.120	2025-04-25T13:12:21Z																								"
"781	1	-22.713.299.905.881.200	-47.628.646.055.236.400	5.365.531.005.859.370	2025-04-25T13:12:26Z																								"
"782	1	-22.713.333.768.770.000	-47.628.493.588.417.700	5.360.723.876.953.120	2025-04-25T13:12:31Z																								"
"783	1	-22.713.460.000.231.800	-47.628.568.019.717.900	535.591.552.734.375	2025-04-25T13:12:36Z																								"
"784	1	-2.271.335.874.684.150	-47.628.683.187.067.500	5.351.109.619.140.620	2025-04-25T13:12:41Z																								"
"785	1	-227.132.922.783.494	-47.628.551.004.454.400	5.351.109.619.140.620	2025-04-25T13:12:46Z																								"
"786	1	-22.713.427.897.542.700	-47.628.508.172.929.200	5.360.723.876.953.120	2025-04-25T13:12:51Z																								"
"787	1	-22.713.423.287.495.900	-47.628.670.195.117.500	5.360.723.876.953.120	2025-04-25T13:12:56Z																								"
"788	1	-22.713.283.142.074.900	-4.762.861.680.239.430	5.360.723.876.953.120	2025-04-25T13:13:01Z																								"
"789	1	-22.713.368.302.211.100	-4.762.848.244.048.650	535.591.552.734.375	2025-04-25T13:13:06Z																								"
"790	1	-22.713.464.107.364.400	-47.628.601.966.425.700	5.351.109.619.140.620	2025-04-25T13:13:11Z																								"
"791	1	-22.713.332.595.303.600	-4.762.867.103.330.790	535.591.552.734.375	2025-04-25T13:13:16Z																								"
"792	1	-22.713.304.432.108.900	-4.762.851.663.865.140	535.591.552.734.375	2025-04-25T13:13:21Z																								"
"793	1	-22.713.448.517.024.500	-47.628.522.086.888.500	5.360.723.876.953.120	2025-04-25T13:13:26Z																								"
"794	1	-22.713.396.213.948.700	-47.628.674.134.612.000	535.591.552.734.375	2025-04-25T13:13:31Z																								"
"795	1	-2.271.328.205.242.750	-47.628.584.699.705.200	535.591.552.734.375	2025-04-25T13:13:36Z																								"
"796	1	-2.271.339.344.792.060	-47.628.485.457.971.600	535.591.552.734.375	2025-04-25T13:13:41Z																								"
"797	1	-22.713.450.947.776.400	-47.628.637.254.238.100	535.591.552.734.375	2025-04-25T13:13:46Z																								"
"798	1	-22.713.306.276.127.600	-47.628.649.407.997.700	5.360.723.876.953.120	2025-04-25T13:13:51Z																								"
"799	1	-22.713.331.505.656.200	-47.628.495.097.160.300	5.360.723.876.953.120	2025-04-25T13:13:56Z																								"
"800	1	-22.713.454.887.270.900	-47.628.558.883.443.400	5.360.723.876.953.120	2025-04-25T13:14:01Z																								"
"801	1	-22.713.365.703.821.100	-47.628.683.606.162.600	5.360.723.876.953.120	2025-04-25T13:14:06Z																								"
"802	1	-22.713.283.644.989.100	-47.628.560.643.643.100	5.360.723.876.953.120	2025-04-25T13:14:11Z																								"
"803	1	-22.713.424.377.143.300	-47.628.501.802.682.800	5.365.531.005.859.370	2025-04-25T13:14:16Z																								"
"804	1	-22.713.432.507.589.400	-47.628.662.064.671.500	5.360.723.876.953.120	2025-04-25T13:14:21Z																								"
"805	1	-22.713.294.792.920.300	-47.628.633.733.838.700	5.365.531.005.859.370	2025-04-25T13:14:26Z																								"
"806	1	-2.271.335.874.684.150	-47.628.493.923.693.800	5.365.531.005.859.370	2025-04-25T13:14:31Z																								"
"807	1	-22.713.458.826.765.400	-47.628.603.223.711.200	5.365.531.005.859.370	2025-04-25T13:14:36Z																								"
"808	1	-22.713.336.031.883.900	-4.762.868.570.163.840	5.375.142.822.265.620	2025-04-25T13:14:41Z																								"
"809	1	-22.713.292.445.987.400	-47.628.527.032.211.400	5.375.142.822.265.620	2025-04-25T13:14:46Z																								"
"810	1	-22.713.437.536.731.300	-47.628.525.188.192.700	5.365.531.005.859.370	2025-04-25T13:14:51Z																								"
"811	1	-22.713.403.925.299.600	-47.628.682.432.696.200	53.703.369.140.625	2025-04-25T13:14:56Z																								"
"812	1	-22.713.271.491.229.500	-47.628.597.104.921.900	5.365.531.005.859.370	2025-04-25T13:15:01Z																								"
"813	1	-22.713.373.750.448.200	-47.628.480.428.829.700	5.365.531.005.859.370	2025-04-25T13:15:06Z																								"
"814	1	-22.713.446.840.643.800	-47.628.623.591.735.900	53.703.369.140.625	2025-04-25T13:15:11Z																								"
"815	1	-22.713.304.432.108.900	-47.628.656.951.710.500	53.703.369.140.625	2025-04-25T13:15:16Z																								"
"816	1	-22.713.313.736.021.500	-47.628.500.461.578.300	53.703.369.140.625	2025-04-25T13:15:21Z																								"
"817	1	-22.713.449.187.576.700	-47.628.552.177.920.900	53.703.369.140.625	2025-04-25T13:15:26Z																								"
"818	1	-22.713.374.337.181.400	-4.762.868.519.872.420	5.375.142.822.265.620	2025-04-25T13:15:31Z																								"
"819	1	-22.713.285.991.922.000	-47.628.566.510.975.300	53.703.369.140.625	2025-04-25T13:15:36Z																								"
"820	1	-22.713.413.732.126.300	-47.628.495.264.798.400	53.703.369.140.625	2025-04-25T13:15:41Z																								"
"821	1	-22.713.442.146.778.100	-47.628.651.671.111.500	5.375.142.822.265.620	2025-04-25T13:15:46Z																								"
"822	1	-2.271.329.915.151	-47.628.627.615.049.400	5.384.757.080.078.120	2025-04-25T13:15:51Z																								"
"823	1	-22.713.349.023.833.800	-47.628.473.304.212.000	5.375.142.822.265.620	2025-04-25T13:15:56Z																								"
"824	1	-22.713.466.035.202.100	-47.628.570.031.374.600	5.375.142.822.265.620	2025-04-25T13:16:01Z																								"
"825	1	-22.713.344.916.701.300	-47.628.677.487.373.300	5.365.531.005.859.370	2025-04-25T13:16:06Z																								"
"826	1	-22.713.294.541.463.200	-47.628.540.527.075.500	53.703.369.140.625	2025-04-25T13:16:11Z																								"
"827	1	-22.713.437.117.636.200	-47.628.516.219.556.300	53.703.369.140.625	2025-04-25T13:16:16Z																								"
"828	1	-22.713.412.893.936.000	-47.628.675.224.259.400	53.703.369.140.625	2025-04-25T13:16:21Z																								"
"829	1	-22.713.280.124.589.800	-47.628.610.348.328.900	5.375.142.822.265.620	2025-04-25T13:16:26Z																								"
"830	1	-22.713.370.397.686.900	-4.762.848.830.781.870	5.379.949.951.171.870	2025-04-25T13:16:31Z																								"
"831	1	-22.713.451.199.233.500	-47.628.621.831.536.200	5.375.142.822.265.620	2025-04-25T13:16:36Z																								"
"832	1	-22.713.319.100.439.500	-47.628.669.776.022.400	53.703.369.140.625	2025-04-25T13:16:41Z																								"
"833	1	-22.713.312.394.917.000	-47.628.512.950.614.000	5.375.142.822.265.620	2025-04-25T13:16:46Z																								"
"834	1	-22.713.452.540.338.000	-47.628.543.796.017.700	5.375.142.822.265.620	2025-04-25T13:16:51Z																								"
"835	1	-22.713.382.551.446.500	-47.628.685.953.095.500	5.375.142.822.265.620	2025-04-25T13:16:56Z																								"
"836	1	-22.713.271.742.686.600	-47.628.576.988.354.300	5.375.142.822.265.620	2025-04-25T13:17:01Z																								"
"837	1	-22.713.396.716.862.900	-47.628.486.212.342.900	5.375.142.822.265.620	2025-04-25T13:17:06Z																								"
"838	1	-22.713.438.039.645.500	-47.628.641.780.465.800	5.379.949.951.171.870	2025-04-25T13:17:11Z																								"
"839	1	-22.713.288.506.492.900	-47.628.645.384.684.200	5.379.949.951.171.870	2025-04-25T13:17:16Z																								"
"840	1	-22.713.333.014.398.800	-47.628.491.912.037.100	5.379.949.951.171.870	2025-04-25T13:17:21Z																								"
"841	1	-22.713.459.245.860.500	-47.628.566.008.061.100	5.379.949.951.171.870	2025-04-25T13:17:26Z																								"
"842	1	-22.713.354.974.985.100	-47.628.683.773.800.700	5.379.949.951.171.870	2025-04-25T13:17:31Z																								"
"843	1	-22.713.290.685.787.700	-47.628.547.567.874.100	5.375.142.822.265.620	2025-04-25T13:17:36Z																								"
"844	1	-22.713.427.394.628.500	-47.628.510.855.138.300	5.375.142.822.265.620	2025-04-25T13:17:41Z																								"
"845	1	-22.713.418.174.535.000	-47.628.671.368.584.000	53.703.369.140.625	2025-04-25T13:17:46Z																								"
"846	1	-22.713.275.849.819.100	-47.628.608.923.405.400	5.365.531.005.859.370	2025-04-25T13:17:51Z																								"
"847	1	-22.713.361.764.326.600	-47.628.480.847.924.900	53.703.369.140.625	2025-04-25T13:17:56Z																								"
"848	1	-22.713.451.618.328.600	-47.628.609.845.414.700	53.703.369.140.625	2025-04-25T13:18:01Z																								"
"849	1	-22.713.315.328.583.100	-47.628.674.553.707.200	53.703.369.140.625	2025-04-25T13:18:06Z																								"
"850	1	-22.713.299.654.424.100	-47.628.523.595.631.100	53.703.369.140.625	2025-04-25T13:18:11Z																								"
"851	1	-2.271.344.281.733.030	-47.628.538.934.513.900	53.703.369.140.625	2025-04-25T13:18:16Z																								"
"852	1	-22.713.388.921.692.900	-47.628.686.539.828.700	5.365.531.005.859.370	2025-04-25T13:18:21Z																								"
"853	1	-22.713.271.826.505.600	-47.628.586.879.000.000	5.365.531.005.859.370	2025-04-25T13:18:26Z																								"
"854	1	-22.713.393.867.015.800	-47.628.491.660.580.000	5.365.531.005.859.370	2025-04-25T13:18:31Z																								"
"855	1	-22.713.442.901.149.300	-47.628.640.774.637.400	5.365.531.005.859.370	2025-04-25T13:18:36Z																								"
"856	1	-22.713.302.168.995.100	-47.628.654.604.777.600	5.375.142.822.265.620	2025-04-25T13:18:41Z																								"
"857	1	-22.713.333.098.217.800	-47.628.502.305.597.000	53.703.369.140.625	2025-04-25T13:18:46Z																								"
"858	1	-2.271.346.134.133.630	-47.628.564.331.680.500	53.703.369.140.625	2025-04-25T13:18:51Z																								"
"859	1	-22.713.365.871.459.200	-47.628.689.557.313.900	5.360.723.876.953.120	2025-04-25T13:18:56Z																								"
"860	1	-22.713.284.650.817.500	-47.628.561.314.195.300	5.360.723.876.953.120	2025-04-25T13:19:01Z																								"
"861	1	-22.713.424.963.876.600	-47.628.511.190.414.400	5.351.109.619.140.620	2025-04-25T13:19:06Z																								"
"862	1	-22.713.425.299.152.700	-4.762.867.103.330.790	5.351.109.619.140.620	2025-04-25T13:19:11Z																								"
"863	1	-22.713.290.015.235.500	-47.628.640.690.818.400	5.351.109.619.140.620	2025-04-25T13:19:16Z																								"
"864	1	-22.713.355.394.080.200	-47.628.493.839.874.800	5.351.109.619.140.620	2025-04-25T13:19:21Z																								"
"865	1	-22.713.455.725.461.200	-47.628.606.408.834.400	5.351.109.619.140.620	2025-04-25T13:19:26Z																								"
"866	1	-22.713.341.312.482.900	-4.762.868.327.088.650	5.365.531.005.859.370	2025-04-25T13:19:31Z																								"
"867	1	-22.713.295.798.748.700	-47.628.525.523.468.800	5.365.531.005.859.370	2025-04-25T13:19:36Z																								"
"868	1	-22.713.442.733.511.300	-47.628.527.618.944.600	5.365.531.005.859.370	2025-04-25T13:19:41Z																								"
"869	1	-22.713.397.471.234.200	-47.628.680.840.134.600	5.365.531.005.859.370	2025-04-25T13:19:46Z																								"
"870	1	-22.713.278.280.571.100	-47.628.604.816.272.800	5.365.531.005.859.370	2025-04-25T13:19:51Z																								"
"871	1	-22.713.386.071.845.800	-47.628.487.134.352.300	5.360.723.876.953.120	2025-04-25T13:19:56Z																								"
"872	1	-22.713.452.288.880.900	-47.628.626.022.487.800	5.365.531.005.859.370	2025-04-25T13:20:01Z																								"
"873	1	-22.713.310.969.993.400	-47.628.652.090.206.700	53.703.369.140.625	2025-04-25T13:20:06Z																								"
"874	1	-22.713.322.956.115.000	-47.628.494.845.703.200	5.375.142.822.265.620	2025-04-25T13:20:11Z																								"
"875	1	-22.713.455.893.099.300	-47.628.544.718.027.100	5.379.949.951.171.870	2025-04-25T13:20:16Z																								"
"876	1	-22.713.368.134.573.100	-47.628.674.302.250.100	5.384.757.080.078.120	2025-04-25T13:20:21Z																								"
"877	1	-22.713.275.011.628.800	-47.628.553.351.387.300	5.384.757.080.078.120	2025-04-25T13:20:26Z																								"
"878	1	-22.713.415.827.602.100	-4.762.848.830.781.870	5.384.757.080.078.120	2025-04-25T13:20:31Z																								"
"879	1	-22.713.441.057.130.600	-47.628.641.864.284.800	538.956.298.828.125	2025-04-25T13:20:36Z																								"
"880	1	-22.713.297.056.034.200	-47.628.627.950.325.600	5.394.368.896.484.370	2025-04-25T13:20:41Z																								"
"881	1	-22.713.344.832.882.200	-47.628.482.608.124.600	538.956.298.828.125	2025-04-25T13:20:46Z																								"
"882	1	-22.713.460.167.869.900	-4.762.857.967.056.330	5.375.142.822.265.620	2025-04-25T13:20:51Z																								"
"883	1	-22.713.338.294.997.800	-47.628.675.140.440.400	5.375.142.822.265.620	2025-04-25T13:20:56Z																								"
"884	1	-22.713.293.870.911.000	-47.628.529.211.506.200	5.379.949.951.171.870	2025-04-25T13:21:01Z																								"
"885	1	-22.713.439.213.111.900	-47.628.507.753.834.100	5.375.142.822.265.620	2025-04-25T13:21:06Z																								"
"886	1	-2.271.340.711.042.280	-47.628.672.458.231.400	5.375.142.822.265.620	2025-04-25T13:21:11Z																								"
"887	1	-22.713.278.364.390.100	-47.628.613.701.090.200	5.375.142.822.265.620	2025-04-25T13:21:16Z																								"
"888	1	-22.713.375.929.743.000	-47.628.487.888.723.600	53.703.369.140.625	2025-04-25T13:21:21Z																								"
"889	1	-22.713.453.713.804.400	-47.628.621.915.355.300	53.703.369.140.625	2025-04-25T13:21:26Z																								"
"890	1	-22.713.307.533.413.100	-47.628.670.278.936.600	5.365.531.005.859.370	2025-04-25T13:21:31Z																								"
"891	1	-22.713.311.053.812.500	-47.628.510.100.767.000	535.591.552.734.375	2025-04-25T13:21:36Z																								"
"892	1	-22.713.448.097.929.300	-47.628.549.663.349.900	535.591.552.734.375	2025-04-25T13:21:41Z																								"
"893	1	-22.713.384.898.379.400	-47.628.688.048.571.300	5.360.723.876.953.120	2025-04-25T13:21:46Z																								"
"894	1	-22.713.280.040.770.700	-47.628.566.008.061.100	53.703.369.140.625	2025-04-25T13:21:51Z																								"
"895	1	-22.713.405.601.680.200	-47.628.489.397.466.100	5.365.531.005.859.370	2025-04-25T13:21:56Z																								"
"896	1	-22.713.440.638.035.500	-47.628.656.281.158.300	5.360.723.876.953.120	2025-04-25T13:22:01Z																								"
"897	1	-22.713.290.266.692.600	-47.628.652.509.301.900	5.365.531.005.859.370	2025-04-25T13:22:06Z																								"
"898	1	-22.713.342.485.949.300	-47.628.497.611.731.200	53.703.369.140.625	2025-04-25T13:22:11Z																								"
"899	1	-22.713.455.474.004.100	-47.628.583.777.695.800	5.365.531.005.859.370	2025-04-25T13:22:16Z																								"
"900	1	-22.713.349.862.024.100	-47.628.692.826.256.100	5.365.531.005.859.370	2025-04-25T13:22:21Z																								"
"901	1	-22.713.283.393.532.000	-47.628.544.634.208.000	5.365.531.005.859.370	2025-04-25T13:22:26Z																								"
"902	1	-22.713.422.365.486.600	-47.628.503.059.968.300	53.703.369.140.625	2025-04-25T13:22:31Z																								"
"903	1	-22.713.419.683.277.600	-47.628.661.645.576.300	53.703.369.140.625	2025-04-25T13:22:36Z																								"
"904	1	-22.713.279.370.218.500	-47.628.608.085.215.000	5.379.949.951.171.870	2025-04-25T13:22:41Z																								"
"905	1	-22.713.365.871.459.200	-47.628.478.249.534.900	5.384.757.080.078.120	2025-04-25T13:22:46Z																								"
"906	1	-22.713.459.329.679.600	-47.628.600.876.778.300	5.375.142.822.265.620	2025-04-25T13:22:51Z																								"
"907	1	-22.713.328.236.714.000	-47.628.672.290.593.300	5.365.531.005.859.370	2025-04-25T13:22:56Z																								"
"908	1	-22.713.302.671.909.300	-47.628.514.291.718.600	5.375.142.822.265.620	2025-04-25T13:23:01Z																								"
"909	1	-22.713.440.805.673.500	-47.628.532.899.543.600	5.379.949.951.171.870	2025-04-25T13:23:06Z																								"
"910	1	-22.713.386.910.036.200	-47.628.685.534.000.300	5.375.142.822.265.620	2025-04-25T13:23:11Z																								"
"911	1	-22.713.281.465.694.300	-47.628.576.988.354.300	538.956.298.828.125	2025-04-25T13:23:16Z																								"
"912	1	-22.713.392.106.816.100	-47.628.478.333.353.900	5.379.949.951.171.870	2025-04-25T13:23:21Z																								"
"913	1	-22.713.439.464.569.000	-47.628.631.554.543.900	5.375.142.822.265.620	2025-04-25T13:23:26Z																								"
"914	1	-22.713.297.894.224.500	-47.628.652.425.482.800	5.375.142.822.265.620	2025-04-25T13:23:31Z																								"
"915	1	-22.713.325.638.324.000	-47.628.491.576.761.000	5.379.949.951.171.870	2025-04-25T13:23:36Z																								"
"916	1	-22.713.459.664.955.700	-47.628.559.470.176.600	5.384.757.080.078.120	2025-04-25T13:23:41Z																								"
"917	1	-22.713.357.238.098.900	-47.628.676.733.002.000	5.399.176.025.390.620	2025-04-25T13:23:46Z																								"
"918	1	-2.271.328.154.951.330	-47.628.543.041.646.400	5.399.176.025.390.620	2025-04-25T13:23:51Z																								"
"919	1	-22.713.424.796.238.500	-47.628.495.935.350.600	5.399.176.025.390.620	2025-04-25T13:23:56Z																								"
"920	1	-22.713.425.382.971.700	-47.628.655.526.787.000	5.399.176.025.390.620	2025-04-25T13:24:01Z																								"
